hoja,seccion,columna_excel,encabezado_principal,encabezado_sub,campo_destino,tipo_dato,descripcion
A05,D,D,Personas con discapacidad,0,personas_con_discapacidad_0,entero,
A05,D,CO,,0,0,entero,
A05,D,CP,,0,0,entero,
A05,E,A,EDAD,Menor o igual a 28 días,edad_menor_o_igual_a_28_dias,entero,
A05,E,C,TOTAL,33,total_22,entero,
A05,E,D,Niños,18,ninos_13,entero,
A05,E,E,Niñas,15,ninas_9,entero,
A05,E,CO,,0,0,entero,
A05,E,CP,,0,0,entero,
A05,F,A,NIÑO / A (CON),,nino_a_con,entero,
A05,F,C,TOTAL,,total,entero,
A05,F,F,INGRESOS,Sala de Estimulación,ingresos_sala_de_estimulacion,entero,
A05,F,R,,Servicio Itinerante en Centro de Salud,ingresos_servicio_itinerante_en_centro_de_salud,texto,
A05,F,X,,Atención Domiciliaria,ingresos_atencion_domiciliaria,entero,
A05,F,AD,Egresos,Cumplimiento de tratamiento Sala de Estimulación,egresos_cumplimiento_de_tratamiento_sala_de_estimulacion,entero,
A05,F,AP,,Servicio Itinerante,egresos_servicio_itinerante,texto,
A05,F,AQ,,Atención Domiciliaria,egresos_atencion_domiciliaria,entero,
A05,F,AR,,Derivación a Especialidad,egresos_derivacion_a_especialidad,entero,
A05,F,AS,,Otros,egresos_otros,entero,
A05,F,AT,,Inasistente,egresos_inasistente,entero,
A05,F,AU,Pueblos Originarios,,pueblos_originarios,entero,
A05,F,AV,Migrantes,,migrantes,entero,
A05,F,AW,Niños y niñas Mejor Niñez,,ninos_y_ninas_mejor_ninez,entero,
A05,F.1,A,NIÑO / A (CON),,nino_a_con,entero,
A05,F.1,C,TOTAL,,total,entero,
A05,F.1,F,SALA DE ESTIMULACIÓN,Menos de 7 meses,sala_de_estimulacion_menos_de_7_meses,entero,
A05,F.1,H,,7 - 11 meses,sala_de_estimulacion_7_11_meses,entero,
A05,F.1,J,,12 - 17 meses,sala_de_estimulacion_12_17_meses,entero,
A05,F.1,L,,18 - 23 meses,sala_de_estimulacion_18_23_meses,entero,
A05,F.1,N,,24 - 47 meses,sala_de_estimulacion_24_47_meses,entero,
A05,F.1,P,,48 - 59 meses,sala_de_estimulacion_48_59_meses,entero,
A05,F.1,R,SERVICIO ITINERANTE,0-11 meses,servicio_itinerante_0_11_meses,texto,
A05,F.1,T,,12-23 meses,servicio_itinerante_12_23_meses,entero,
A05,F.1,V,,24- 59 meses,servicio_itinerante_24_59_meses,entero,
A05,F.1,X,ATENCIÓN DOMICILIARIA,0-11 meses,atencion_domiciliaria_0_11_meses,entero,
A05,F.1,Z,,12-23 meses,atencion_domiciliaria_12_23_meses,entero,
A05,F.1,AB,,24- 59 meses,atencion_domiciliaria_24_59_meses,entero,
A05,F.1,AD,EGRESOS POR SEGUNDA VEZ Y RESULTADOS DE REEVALUACIÓN POST EGRESO,Motivo Egreso,egresos_por_segunda_vez_y_resultados_de_reevaluacion_post_egres,entero,
A05,F.1,AH,,Resultado de Reevaluación,egresos_por_segunda_vez_y_resultados_de_reevaluacion_post_egr_4,entero,
A05,F.1,AJ,Pueblos Originarios,,pueblos_originarios,entero,
A05,F.1,AK,Migrantes,,migrantes,entero,
A05,F.1,AL,Niños y niñas Mejor Niñez,,ninos_y_ninas_mejor_ninez,entero,
A05,G,A,NANEAS,,naneas,entero,
A05,G,C,TOTAL,,total,entero,
A05,G,F,RANGO ETARIO Y SEXO,0 - 4 años,rango_etario_y_sexo_0_4_anos,entero,
A05,G,H,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A05,G,J,,10 -14 años,rango_etario_y_sexo_10_14_anos,entero,
A05,G,L,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A05,H,A,CONCEPTO,,concepto,entero,
A05,H,C,TOTAL,,total,entero,
A05,H,F,RANGO ETARIO Y SEXO,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A05,H,H,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A05,H,J,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A05,H,L,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A05,H,N,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A05,H,P,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A05,H,R,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A05,H,T,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A05,H,V,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A05,H,X,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A05,H,Z,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A05,H,AB,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A05,H,AD,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A05,H,AF,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A05,H,AH,Pueblos Originarios,,pueblos_originarios,entero,
A05,H,AI,Migrantes,,migrantes,entero,
A05,I,A,CONCEPTO,,concepto,entero,
A05,I,C,TOTAL,,total,entero,
A05,I,F,RANGO ETARIO Y SEXO,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A05,I,H,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A05,I,J,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A05,I,L,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A05,I,N,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A05,I,P,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A05,I,R,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A05,I,T,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A05,I,V,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A05,I,X,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A05,I,Z,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A05,I,AB,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A05,I,AD,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A05,I,AF,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A05,I,AH,CAUSAL DE EGRESO,Abandono,causal_de_egreso_abandono,entero,
A05,I,AI,,Traslado,causal_de_egreso_traslado,entero,
A05,I,AJ,,Fallecimiento,causal_de_egreso_fallecimiento,entero,
A05,I,AK,,No cumple criterio de inclusión,causal_de_egreso_no_cumple_criterio_de_inclusion,entero,
A05,I,AL,Pueblos Originarios,,pueblos_originarios,entero,
A05,I,AM,Migrantes,,migrantes,entero,
A05,J,A,CONCEPTO,,concepto,entero,
A05,J,C,TOTAL INGRESOS,,total_ingresos,entero,
A05,J,F,RANGO ETARIO Y SEXO,0 - 4 años,rango_etario_y_sexo_0_4_anos,entero,
A05,J,H,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A05,J,J,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A05,J,L,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A05,J,N,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A05,J,P,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A05,J,R,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A05,J,T,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A05,J,V,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A05,J,X,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A05,J,Z,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A05,J,AB,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A05,J,AD,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A05,J,AF,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A05,J,AH,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A05,J,AJ,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A05,J,AL,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A05,J,AN,CAUSAL DE EGRESO,Altas,causal_de_egreso_altas,entero,
A05,J,AO,,"Abandono/
Traslado",causal_de_egreso_abandono_traslado,entero,
A05,J,AP,,Fallecimiento,causal_de_egreso_fallecimiento,entero,
A05,J,AQ,Pueblos Originarios,,pueblos_originarios,entero,
A05,J,AR,Migrantes,,migrantes,entero,
A05,K,A,CONDICIÓN,,condicion,entero,
A05,K,C,TOTAL,Ambos Sexos,total_ambos_sexos,entero,
A05,K,D,,Hombres,total_hombres,entero,
A05,K,E,,Mujeres,total_mujeres,entero,
A05,K,F,65 - 69 años,Hombres,c_65_69_anos_hombres,entero,
A05,K,G,,Mujeres,c_65_69_anos_mujeres,entero,
A05,K,H,70 - 74 años,Hombres,c_70_74_anos_hombres,entero,
A05,K,I,,Mujeres,c_70_74_anos_mujeres,entero,
A05,K,J,75 - 79 años,Hombres,c_75_79_anos_hombres,entero,
A05,K,K,,Mujeres,c_75_79_anos_mujeres,entero,
A05,K,L,80 y más años,Hombres,c_80_y_mas_anos_hombres,entero,
A05,K,M,,Mujeres,c_80_y_mas_anos_mujeres,entero,
A05,K,N,Pueblos Originarios,,pueblos_originarios,entero,
A05,K,O,Migrantes,,migrantes,entero,
A05,L,A,CONDICIÓN,,condicion,entero,
A05,L,C,TOTAL,Ambos Sexos,total_ambos_sexos,entero,
A05,L,D,,Hombres,total_hombres,entero,
A05,L,E,,Mujeres,total_mujeres,entero,
A05,L,F,65 - 69 años,Hombres,c_65_69_anos_hombres,entero,
A05,L,G,,Mujeres,c_65_69_anos_mujeres,entero,
A05,L,H,70 - 74 años,Hombres,c_70_74_anos_hombres,entero,
A05,L,I,,Mujeres,c_70_74_anos_mujeres,entero,
A05,L,J,75 - 79 años,Hombres,c_75_79_anos_hombres,entero,
A05,L,K,,Mujeres,c_75_79_anos_mujeres,entero,
A05,L,L,80 y más años,Hombres,c_80_y_mas_anos_hombres,entero,
A05,L,M,,Mujeres,c_80_y_mas_anos_mujeres,entero,
A05,L,N,CAUSAL DE EGRESO,Abandono,causal_de_egreso_abandono,entero,
A05,L,O,,Traslado,causal_de_egreso_traslado,entero,
A05,L,P,,Fallecimiento,causal_de_egreso_fallecimiento,entero,
A05,L,Q,Pueblos Originarios,,pueblos_originarios,entero,
A05,L,R,Migrantes,,migrantes,entero,
A05,M,A,CONDICIÓN,,condicion,entero,
A05,M,C,TOTAL,Ambos Sexos,total_ambos_sexos,entero,
A05,M,D,,Hombres,total_hombres,entero,
A05,M,E,,Mujeres,total_mujeres,entero,
A05,M,F,60 - 64 años,Hombres,c_60_64_anos_hombres,entero,
A05,M,G,,Mujeres,c_60_64_anos_mujeres,entero,
A05,M,H,65 - 69 años,Hombres,c_65_69_anos_hombres,entero,
A05,M,I,,Mujeres,c_65_69_anos_mujeres,entero,
A05,M,J,70 - 74 años,Hombres,c_70_74_anos_hombres,entero,
A05,M,K,,Mujeres,c_70_74_anos_mujeres,entero,
A05,M,L,75 - 79 años,Hombres,c_75_79_anos_hombres,entero,
A05,M,M,,Mujeres,c_75_79_anos_mujeres,entero,
A05,M,N,80 y más años,Hombres,c_80_y_mas_anos_hombres,entero,
A05,M,O,,Mujeres,c_80_y_mas_anos_mujeres,entero,
A05,M,P,Pueblos Originarios,,pueblos_originarios,entero,
A05,M,Q,Migrantes,,migrantes,entero,
A05,N,A,MOTIVO DE INGRESO,,motivo_de_ingreso,entero,
A05,N,C,TOTAL,Ambos Sexos,total_ambos_sexos,entero,
A05,N,D,,Hombres,total_hombres,entero,
A05,N,E,,Mujeres,total_mujeres,entero,
A05,N,F,0 - 4 años,Hombres,c_0_4_anos_hombres,entero,
A05,N,G,,Mujeres,c_0_4_anos_mujeres,entero,
A05,N,H,5 - 9 años,Hombres,c_5_9_anos_hombres,entero,
A05,N,I,,Mujeres,c_5_9_anos_mujeres,entero,
A05,N,J,10 - 14 años,Hombres,c_10_14_anos_hombres,entero,
A05,N,K,,Mujeres,c_10_14_anos_mujeres,entero,
A05,N,L,15 - 19 años,Hombres,c_15_19_anos_hombres,entero,
A05,N,M,,Mujeres,c_15_19_anos_mujeres,entero,
A05,N,N,20 - 24 años,Hombres,c_20_24_anos_hombres,entero,
A05,N,O,,Mujeres,c_20_24_anos_mujeres,entero,
A05,N,P,25 - 29 años,Hombres,c_25_29_anos_hombres,entero,
A05,N,Q,,Mujeres,c_25_29_anos_mujeres,entero,
A05,N,R,30 - 34 años,Hombres,c_30_34_anos_hombres,entero,
A05,N,S,,Mujeres,c_30_34_anos_mujeres,entero,
A05,N,T,35 - 39 años,Hombres,c_35_39_anos_hombres,entero,
A05,N,U,,Mujeres,c_35_39_anos_mujeres,entero,
A05,N,V,40 - 44 años,Hombres,c_40_44_anos_hombres,entero,
A05,N,W,,Mujeres,c_40_44_anos_mujeres,entero,
A05,N,X,45 - 49 años,Hombres,c_45_49_anos_hombres,entero,
A05,N,Y,,Mujeres,c_45_49_anos_mujeres,entero,
A05,N,Z,50 - 54 años,Hombres,c_50_54_anos_hombres,entero,
A05,N,AA,,Mujeres,c_50_54_anos_mujeres,entero,
A05,N,AB,55 - 59 años,Hombres,c_55_59_anos_hombres,entero,
A05,N,AC,,Mujeres,c_55_59_anos_mujeres,entero,
A05,N,AD,60 - 64 años,Hombres,c_60_64_anos_hombres,entero,
A05,N,AE,,Mujeres,c_60_64_anos_mujeres,entero,
A05,N,AF,65 - 69 años,Hombres,c_65_69_anos_hombres,entero,
A05,N,AG,,Mujeres,c_65_69_anos_mujeres,entero,
A05,N,AH,70 - 74 años,Hombres,c_70_74_anos_hombres,entero,
A05,N,AI,,Mujeres,c_70_74_anos_mujeres,entero,
A05,N,AJ,75 - 79 años,Hombres,c_75_79_anos_hombres,entero,
A05,N,AK,,Mujeres,c_75_79_anos_mujeres,entero,
A05,N,AL,80 y más años,Hombres,c_80_y_mas_anos_hombres,entero,
A05,N,AM,,Mujeres,c_80_y_mas_anos_mujeres,entero,
A05,N,AN,Gestantes,,gestantes,entero,
A05,N,AO,Madre de hijo menor de 5 años,,madre_de_hijo_menor_de_5_anos,entero,
A05,N,AP,Pueblos Originarios,Hombres,pueblos_originarios_hombres,entero,
A05,N,AQ,,Mujeres,pueblos_originarios_mujeres,entero,
A05,N,AR,"Niños, Niñas, Adolescentes y Jóvenes  SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A05,N,AS,"Niños, Niñas, Adolescentes y Jóvenes  Mejor Niñez",,ninos_ninas_adolescentes_y_jovenes_mejor_ninez,entero,
A05,N,AT,Migrantes,Hombres,migrantes_hombres,entero,
A05,N,AU,,Mujeres,migrantes_mujeres,entero,
A05,N,AV,TRANS,Masculino,trans_masculino,entero,
A05,N,AW,,Femenino,trans_femenino_masculino_femenino,entero,
A05,N,AX,Adolescentes derivados de Espacios Amigables,,adolescentes_derivados_de_espacios_amigables,entero,
A05,O,A,MOTIVO DE EGRESO,,motivo_de_egreso,entero,
A05,O,C,TOTAL,Ambos Sexos,total_ambos_sexos,entero,
A05,O,D,,Hombres,total_hombres,entero,
A05,O,E,,Mujeres,total_mujeres,entero,
A05,O,F,0 - 4 años,Hombres,c_0_4_anos_hombres,entero,
A05,O,G,,Mujeres,c_0_4_anos_mujeres,entero,
A05,O,H,5 - 9 años,Hombres,c_5_9_anos_hombres,entero,
A05,O,I,,Mujeres,c_5_9_anos_mujeres,entero,
A05,O,J,10 - 14 años,Hombres,c_10_14_anos_hombres,entero,
A05,O,K,,Mujeres,c_10_14_anos_mujeres,entero,
A05,O,L,15 - 19 años,Hombres,c_15_19_anos_hombres,entero,
A05,O,M,,Mujeres,c_15_19_anos_mujeres,entero,
A05,O,N,20 - 24 años,Hombres,c_20_24_anos_hombres,entero,
A05,O,O,,Mujeres,c_20_24_anos_mujeres,entero,
A05,O,P,25 - 29 años,Hombres,c_25_29_anos_hombres,entero,
A05,O,Q,,Mujeres,c_25_29_anos_mujeres,entero,
A05,O,R,30 - 34 años,Hombres,c_30_34_anos_hombres,entero,
A05,O,S,,Mujeres,c_30_34_anos_mujeres,entero,
A05,O,T,35 - 39 años,Hombres,c_35_39_anos_hombres,entero,
A05,O,U,,Mujeres,c_35_39_anos_mujeres,entero,
A05,O,V,40 - 44 años,Hombres,c_40_44_anos_hombres,entero,
A05,O,W,,Mujeres,c_40_44_anos_mujeres,entero,
A05,O,X,45 - 49 años,Hombres,c_45_49_anos_hombres,entero,
A05,O,Y,,Mujeres,c_45_49_anos_mujeres,entero,
A05,O,Z,50 - 54 años,Hombres,c_50_54_anos_hombres,entero,
A05,O,AA,,Mujeres,c_50_54_anos_mujeres,entero,
A05,O,AB,55 - 59 años,Hombres,c_55_59_anos_hombres,entero,
A05,O,AC,,Mujeres,c_55_59_anos_mujeres,entero,
A05,O,AD,60 - 64 años,Hombres,c_60_64_anos_hombres,entero,
A05,O,AE,,Mujeres,c_60_64_anos_mujeres,entero,
A05,O,AF,65 - 69 años,Hombres,c_65_69_anos_hombres,entero,
A05,O,AG,,Mujeres,c_65_69_anos_mujeres,entero,
A05,O,AH,70 - 74 años,Hombres,c_70_74_anos_hombres,entero,
A05,O,AI,,Mujeres,c_70_74_anos_mujeres,entero,
A05,O,AJ,75 - 79 años,Hombres,c_75_79_anos_hombres,entero,
A05,O,AK,,Mujeres,c_75_79_anos_mujeres,entero,
A05,O,AL,80 y más años,Hombres,c_80_y_mas_anos_hombres,entero,
A05,O,AM,,Mujeres,c_80_y_mas_anos_mujeres,entero,
A05,O,AN,EGRESOS,Abandono,egresos_abandono,entero,
A05,O,AO,,Fallecimiento,egresos_fallecimiento,entero,
A05,O,AP,,Traslado o Derivación,egresos_traslado_o_derivacion,entero,
A05,O,AQ,Gestantes,,gestantes,entero,
A05,O,AR,Madre de hijo menor de 5 años,,madre_de_hijo_menor_de_5_anos,entero,
A05,O,AS,Pueblos Originarios,Hombres,pueblos_originarios_hombres,entero,
A05,O,AT,,Mujeres,pueblos_originarios_mujeres,entero,
A05,O,AU,"Niños, Niñas, Adolescentes y Jóvenes  SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A05,O,AV,"Niños, Niñas, Adolescentes y Jóvenes Mejor Niñez",,ninos_ninas_adolescentes_y_jovenes_mejor_ninez,entero,
A05,O,AW,Migrantes,,migrantes,entero,
A05,O,AX,"TRANS Masculino/
Femenino",,trans_masculino_femenino,entero,
A05,P,A,TIPO DE PROGRAMA,,tipo_de_programa,texto,
A05,P,B,RUBRO,,rubro,entero,
A05,P,C,TOTAL,,total,entero,
A05,P,F,RANGO ETARIO Y SEXO,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A05,P,H,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A05,P,J,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A05,P,L,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A05,P,N,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A05,P,P,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A05,P,R,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A05,P,T,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A05,P,V,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A05,P,X,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A05,P,Z,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A05,P,AB,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A05,P,AD,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A05,P,AF,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A05,P,AH,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A05,P,AJ,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A05,P,AL,Pueblos Originarios,,pueblos_originarios,entero,
A05,P,AM,Migrantes,,migrantes,entero,
A05,P,AN,"Niños, Niñas, Adolescentes y Jóvenes  SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A05,P,AO,"Niños, Niñas, Adolescentes y Jóvenes Mejor Niñez",,ninos_ninas_adolescentes_y_jovenes_mejor_ninez,entero,
A05,Q,A,PATOLOGÍAS,,patologias,entero,
A05,Q,C,TOTAL,,total,entero,
A05,Q,F,RANGO ETARIO Y SEXO,0 - 4 años,rango_etario_y_sexo_0_4_anos,entero,
A05,Q,H,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A05,Q,J,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A05,Q,L,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A05,Q,N,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A05,Q,P,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A05,Q,R,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A05,Q,T,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A05,Q,V,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A05,Q,X,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A05,Q,Z,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A05,Q,AB,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A05,Q,AD,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A05,Q,AF,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A05,Q,AH,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A05,Q,AJ,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A05,Q,AL,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A05,Q,AN,EGRESOS,Total,egresos_total,entero,
A05,Q,AO,,Por alta,egresos_por_alta,entero,
A05,Q,AP,,Por abandono,egresos_por_abandono,entero,
A05,Q,AQ,TRANS,,trans,entero,
A05,Q,AS,Pueblos Originarios,,pueblos_originarios,entero,
A05,Q,AT,Migrantes,,migrantes,entero,
A05,Q,AU,"Niños, Niñas, Adolescentes y Jóvenes SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A05,Q,AV,"Niños, Niñas, Adolescentes y Jóvenes Mejor Niñez",,ninos_ninas_adolescentes_y_jovenes_mejor_ninez,entero,
A05,R,A,CONCEPTO,,concepto,entero,
A05,R,C,TOTAL,,total,entero,
A05,R,F,RANGO ETARIO Y SEXO,Menor de 6 meses,rango_etario_y_sexo_menor_de_6_meses,entero,
A05,R,H,,6 - 11 meses,rango_etario_y_sexo_6_11_meses,entero,
A05,R,J,,12 - 24 meses,rango_etario_y_sexo_12_24_meses,entero,
A05,R,L,,3 - 4 años,rango_etario_y_sexo_3_4_anos,entero,
A05,R,N,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A05,R,P,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A05,R,R,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A05,R,T,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A05,R,V,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A05,R,X,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A05,R,Z,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A05,R,AB,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A05,R,AD,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A05,R,AF,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A05,R,AH,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A05,R,AJ,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A05,R,AL,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A05,R,AN,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A05,R,AP,,75 y más años,rango_etario_y_sexo_75_y_mas_anos,entero,
A05,R,AR,TRANS,,trans,entero,
A05,R,AT,Pueblos Originarios,,pueblos_originarios,entero,
A05,R,AU,Migrantes,,migrantes,entero,
A05,R,AV,"Niños, Niñas, Adolescentes y Jóvenes SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A05,R,AW,"Niños, Niñas, Adolescentes y Jóvenes Mejor Niñez",,ninos_ninas_adolescentes_y_jovenes_mejor_ninez,entero,
A05,S,A,CONCEPTO,,concepto,entero,
A05,S,C,TOTAL,,total,entero,
A05,S,F,RANGO ETARIO Y SEXO,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A05,S,H,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A05,S,J,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A05,S,L,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A05,S,N,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A05,S,P,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A05,S,R,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A05,S,T,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A05,S,V,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A05,S,X,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A05,S,Z,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A05,S,AB,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A05,S,AD,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A05,S,AF,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A05,S,AH,TRANS,,trans,entero,
A05,S,AJ,Pueblos Originarios,,pueblos_originarios,entero,
A05,S,AK,Migrantes,,migrantes,entero,
A05,T,A,ACTIVIDAD,,actividad,texto,
A05,T,B,TOTAL,,total,entero,
A05,T,E,RANGO ETARIO Y SEXO,0 - 4 años,rango_etario_y_sexo_0_4_anos,entero,
A05,T,G,,5 - 9 años,rango_etario_y_sexo_5_9_anos,entero,
A05,T,I,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A05,T,K,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A05,T,M,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A05,T,O,Aumento de funcionalidad familiar (4 puntos o más),,aumento_de_funcionalidad_familiar_4_puntos_o_mas,entero,
A05,T,P,Cumple con el 70% de los objetivos del plan de acompañamiento,,cumple_con_el_70_de_los_objetivos_del_plan_de_acompanamiento,entero,
A05,T,Q,Egreso por alta clínica del Prog de Salud Mental,,egreso_por_alta_clinica_del_prog_de_salud_mental,entero,
A05,T,R,Pueblos Originarios,,pueblos_originarios,entero,
A05,T,S,Migrantes,,migrantes,entero,
A05,T,T,TRANS,,trans,entero,
A05,U,A,ACTIVIDAD,,actividad,texto,
A05,U,B,RIESGO,,riesgo,entero,
A05,U,C,TOTAL,,total,entero,
A05,U,F,RANGO ETARIO Y SEXO,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A05,U,H,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A05,U,J,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A05,U,L,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A05,U,N,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A05,U,P,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A05,U,R,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A05,U,T,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A05,U,V,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
